,time,username,fullname,tweet,retweets
297,3/16/18 12:00 AM,@petertimmins3,Forbes,"Toyota could integrate Uber’s self-driving technology
http://read.ht/BisG ",
298,3/15/18 12:00 AM,@ForbesTech,CNBC,Ford wants to surpass Toyota as No. 1 when it comes to hybrid vehicles http://on.forbes.com/6010DpFqu ,
299,3/15/18 12:00 AM,@evankirstel,Keith Naughton,Toyota built a robot that shoots hoops better than the pros ,
300,3/15/18 12:00 AM,@johnrampton,CNBC,"'Being frozen in the past is really a death sentence' @Ford targets @Toyota #hybrids, @Jeep #SUVs in showroom overhaul #FordUncovered $F https://www.bloomberg.com/news/articles/2018-03-15/ford-targets-toyota-hybrids-jeep-suvs-in-showroom-wide-overhaul … @business",2
301,3/15/18 12:00 AM,@MiamiHerald,Bloomberg,Ford says it will beat Toyota in hybrids by 2021 with Mustangs and trucks ,
302,3/15/18 12:00 AM,@CNETNews,MarketWatch,"Ford takes on Toyota, Jeep with new line of SUVs https://bloom.bg/2IvQbFG ",5
303,3/15/18 12:00 AM,@htTweets,Paired Power,Uber is reportedly in talks with Toyota on a self-driving tech deal: ,
304,3/15/18 12:00 AM,@Forbes,Jeff McMahon @Forbes,We are getting closer to a #Jetsonsfuture with @BMW and @Toyota investing in a start-up that makes self-driving shuttles - now only if the shuttles were #fueled by #solarpower #autonomous #cleanenergy #drivesolar,
305,3/14/18 12:00 AM,@CNBC,Business Insider,"AAA, Ford, Toyota, BMW: All See A Future With Fewer Cars via @forbes https://www.forbes.com/sites/jeffmcmahon/2018/03/15/aaa-ford-toyota-bmw-all-see-a-future-with-fewer-cars/#6425abc95819 … @SharedUseCntr",
306,3/14/18 12:00 AM,@KeithNaughton,Roadshow,"We drove a $44,000 Chevy Colorado ZR2 and a $38,000 Toyota Tacoma TRD Sport to see which pickup we liked better — here's the verdict http://read.bi/2FAFuUm ",
307,3/14/18 12:00 AM,@CNBC,Reuters Top News,"Toyota put a self-driving car in charge of pothole durability testing. We can't imagine the human engineers are upset about it. 
http://roadshow.co/hnsOtn ",2
308,3/13/18 12:00 AM,@business,Valv,"Toyota agrees to monthly wage hike of more than 1,300 yen in coming year http://reut.rs/2Gq4eMa ",8
309,3/13/18 12:00 AM,@MarketWatch,DMN Business,"Bumping this because it seems a few people missed this last week -- 

Kobe Steel, Toyota hit with U.S. lawsuit over vehicle metal quality",
310,3/13/18 12:00 AM,@PairedPower,Miami Herald,11 more restaurants ready to serve Toyota Music Factory in Irving  https://www.dallasnews.com/business/restaurants/2018/03/12/toyota-music-factory-irving-double-restaurant-count-month?utm_term=Autofeed&utm_campaign=Echobox&utm_medium=Social&utm_source=Twitter#link_time=1520918119 …,42
311,3/12/18 12:00 AM,@JeffMcMahon_Chi,"TRUMP Defense  
☎️",The kid from the Kendall Toyota ads may have been dealing something besides cars http://hrld.us/2FxhCAX  Via @DavidOvalle305,
312,3/12/18 12:00 AM,@businessinsider,"Visit Irving, Texas","Why is the #Trumptariff good for America?  Look no further than what is happening to #Toyota and its customers with metal quality issues linked to #KobeSteel 

#KeepAmericaGreat 

Kobe Steel, Toyota hit with U.S. lawsuit over vehicle metal quality ",
313,3/12/18 12:00 AM,@roadshow,Sophia Helwani,Toyota Music Factory in Irving to double restaurant count this month ,
314,3/12/18 12:00 AM,@Reuters,Peter Campbell,"Anyone who thinks California is outperforming TX with their high tax burden and over regulation ignores the facts.
 
TX is where the smart money moved or is moving. Toyota relocated from California to Texas for good reason.

http://bit.ly/2p3GYw4  @RealJamesWoods @IanCalderon",
315,3/11/18 12:00 AM,@__valv,Bloomberg,Exclusive - Renault-Nissan aiming for solid state battery car in 2025 (and it might even beat Toyota to market):  ,5
316,3/10/18 12:00 AM,@DMNBiz,Chicago Tribune,How Toyota is reinventing the Supra https://bloom.bg/2FqHVsB ,21
317,3/10/18 12:00 AM,@MiamiHerald,Sebastián Inchauspe,Fire fall to Sporting Kansas City 4-3 in wild season opener at Toyota Park http://trib.in/2FyPNEk ,
318,3/9/18 12:00 AM,@SlicksTweetz,ChicagoSports,"Toyota AI Ventures is co-leading an $11.5 million seed round in May Mobility, a self-driving startup, that's developing self-driving shuttles for college campuses, business districts & other low-speed applications
#AI #selfdrivingcars
#AutonomousVehicles https://reut.rs/2FvkF9v ",126
319,3/9/18 12:00 AM,@VisitIrvingTx,Bloomberg,"With one MLS season under his belt, Bastian Schweinsteiger eying a deeper run in the postseason for the Fire.

Season opens Saturday at Toyota Park.

http://trib.in/2G3iQ3L  via @jeremymikula",
320,3/8/18 12:00 AM,@SophiaHelwani,Reuters Top News,Toyota wants to offer Uber-like services for Tokyo's taxis using AI https://bloom.bg/2FEKiav ,
321,3/6/18 12:00 AM,@Petercampbell1,Andrew Laird,Toyota affiliate Denso buying stake worth $800 million in chipmaker Renesas http://reut.rs/2FlHTly ,
322,3/6/18 12:00 AM,@business,Reuters Top News,Fact check: Does a Toyota Corolla emit less than a Tesla? (If you cherry  pick the data to advance a pro #fossilfuel and anti #RenewableEnergy agenda you can just manufacture a dodgy argument - but even that’s a stretch  #auspol #springst) http://www.abc.net.au/news/2018-03-07/fact-check-does-corolla-emit-less-than-tesla/9461096 … via @abcnews,
323,3/6/18 12:00 AM,@chicagotribune,Ars Technica,"Kobe Steel, Toyota hit with U.S. lawsuit over vehicle metal quality http://reut.rs/2FgVE5h ",
324,3/6/18 12:00 AM,@sebasincha,ABC Australia,New Toyota Supra and Porsche electric SUV star at the Geneva Motor Show http://arstechnica.com/cars/2018/03/tiny-evs-four-door-coupes-and-a-new-supra-star-at-the-geneva-motor-show/ … by @drgitlin,6
325,3/6/18 12:00 AM,@ChicagoSports,"ʀᴇᴘᴛɪʟ  
🇬🇧
 🇪🇺
#FBPE",Fact check: Does a Toyota Corolla emit less than a Tesla? http://ab.co/2HdR18x  | @ABCFactCheck,
326,3/6/18 12:00 AM,@business,Bloomberg,"Honda, Nissan, Toyota, Ford and now Vauxhall. These companies could relocate at the drop of a hat in order to protect the 58% supply chain that  doesn't come from UK companies. All comp's that rely on JIT delivery may be killed by hard brexit #StopBrexit",9
327,3/6/18 12:00 AM,@Reuters,RMIT ABC Fact Check,How Toyota is reinventing the Supra https://bloom.bg/2FrHr4F ,
328,3/6/18 12:00 AM,@ReclaimAnglesea,Bloomberg,.@CraigKellyMP’s claim that the Toyota Corolla emits less than the Tesla is cherrypicking. New #factcheck: http://ab.co/2Fyk6OV  #auspol,
329,3/6/18 12:00 AM,@Reuters,Chris De Luca,"Toyota has record profits, but is wary of raising wages in Japan and it's a sign of the big challenges facing the economy there https://bloom.bg/2H8JWGk ",
330,3/6/18 12:00 AM,@arstechnica,Engadget,"I love the return of bullpen carts. Here's an example of when things went bad and teams used regular cars (for advertising purposes). Fans at Yankee Stadium toss trash at the A's Rollie Fingers riding in a Toyota in 1976

http://bit.ly/2oLStZ4 ",
331,3/6/18 12:00 AM,@ABCaustralia,TicToc by Bloomberg,Toyota will stop selling diesel cars in Europe this year ,
332,3/6/18 12:00 AM,@reptillacus,Haplo,"The Supra is back, and it’s more than a halo car for Toyota: It's a statement of intent https://bloom.bg/2HahnYY ",8
333,3/5/18 12:00 AM,@business,Martin Lynch,Strong focus on electrification and no diesel vehicles in the future: Toyota #EVs #lithium,
334,3/5/18 12:00 AM,@ABCFactCheck,Irish Examiner Lifestyle,"Human rights lawyer Julian Burnside, QC, to lead case against AFL chief, ex-commission chairman http://www.heraldsun.com.au/sport/afl/more-news/news-story/e8a9e69e80195ef98f4158fadaa152cd … #AFL #AFLinCrisis @Toyota_Aus @NAB @woolworths",11
335,3/5/18 12:00 AM,@business,Financial Times,Toyota to phase out diesel engines from all passenger cars this year http://shr.gs/qDdkZZU ,
336,3/5/18 12:00 AM,@ChrisDeLuca,Keith Malone,Toyota warns over effects of trade war ,
337,3/4/18 12:00 AM,@engadget,Bloomberg Technology,A Japanese article suggests that next Toyota MIRAI will be reborn as a rear wheel drive. http://ow.ly/FmsL30iJTpS  #fuelcell #Japan  @CaFCP,
338,3/4/18 12:00 AM,@tictoc,Paralympic Games,Toyota stakes $2.8 billion more on a software push for self-driving cars https://bloom.bg/2FlltAm ,
339,3/3/18 12:00 AM,@HC_Haplo,Frank Chen,The ultimate guide to the #Paralympics vis @BuzzFeed and @Toyota ,12
340,3/3/18 12:00 AM,@mj_lynch," 🌸
Nancy","Electric and self-driving are some of the biggest bets carmakers are making. Toyota forming its own internal company to work on self-driving. 

Soon, we'll be driven around in electric-powered fleets. I can't wait.",65
341,3/3/18 12:00 AM,@IELifestyle_,miriam meckel,"Toyota talking about raising the cost of cars, Electrolux delaying $250 million investment in Tennessee.

These are just a couple of examples of how Trump’s #TradeWar can really hurt us.

Don’t be fooled. An unhinged Trump is very dangerous to the US ",
342,3/2/18 12:00 AM,@FT,Trip Gabriel,Late but at least: Toyota appoints first female board member via @FT,155
343,3/2/18 12:00 AM,@ANativeAngeleno,Financial Times,"A year ago I talked to the 3 Marshall brothers of Indiana about how tariffs affected them:
-Brandon, laid off when Alcoa closed a smelter
-Troy, whose Toyota job benefits from competitive car prices
-Jeremy, a teacher who suffers when consumer prices rise",
344,3/2/18 12:00 AM,@technology,Rula Jebreal,"Toyota has been around for 80 years and has 364,000 employees – and just appointed its first female board member ",
345,3/2/18 12:00 AM,@Paralympics,Aaron Rupar,"- E.U. threatens to hit Harleys, bourbon & bluejeans with tariffs in retaliation for Trump’s targeting steel imports.

-Toyota states that Trump’s tariffs on the importation of Steel will result in higher priced cars.

Incompetence seems to be thr",
346,3/2/18 12:00 AM,@withfries2,TechCrunch,"Asked about concerns businesses like Coors and Toyota have expressed about Trump's tariff plan, White House trade adviser attacks ... *checks notes * ... the ""fake news"" media ",
347,3/2/18 12:00 AM,@nml423,Engadget,Toyota creates a new advanced research company fo focus on self-driving http://tcrn.ch/2HWTYLS  by @etherington,
348,3/2/18 12:00 AM,@mmeckel,CNNMoney,Toyota is forming a $2.8-billion company for self-driving research ,3
349,3/2/18 12:00 AM,@tripgabriel,CNN International,Toyota is stepping on the gas to develop a commercially viable autonomous car. ,
350,3/2/18 12:00 AM,@FinancialTimes,Reuters Top News,Toyota is joining forces with two of its suppliers to form a new self-driving car company ,3
351,3/2/18 12:00 AM,@rulajebreal,The Wall Street Journal,Toyota to form $2.8 billion venture with group companies for self-driving R&D http://reut.rs/2CSkNNl ,
352,3/1/18 12:00 AM,@atrupar,Financial Times,"Toyota, partners to invest $3 billion into creating software of high enough quality to be used in passenger cars",
353,3/1/18 12:00 AM,@TechCrunch,The Hill,Toyota appoints first female board member ,
354,3/1/18 12:00 AM,@engadget,CNBC,Toyota warns: New Trump tariffs will cause price of cars to rise in US http://hill.cm/FPwQXCR ,
355,3/1/18 12:00 AM,@CNNMoney,Martin Fackler,Toyota warning: Tariffs will push up auto prices ,8
356,3/1/18 12:00 AM,@cnni,Owen Paterson MP,"For the first time in its 81 year history, Toyota will add a female to its board of directors: @NAR",65
357,2/28/18 12:00 AM,@Reuters,Dominic Raab,Toyota to build new Auris car at UK plant in Brexit boost for PM May ,
358,2/28/18 12:00 AM,@WSJ,Allie Renison,Toyota’s investment in its Derbyshire plant a welcome thumbs up for post-Brexit Britain. ,130
359,2/28/18 12:00 AM,@FT,Sky News,Fascinated that few people seem to be picking up on reports that Toyota's announcement to build a new-generation Auris in the UK is premised around expectation of no-change transition to at least the end of 2020 - as spelled out here ,
360,2/28/18 12:00 AM,@thehill,Change Britain,Toyota to build new Auris model in the UK ,
361,2/28/18 12:00 AM,@CNBC,CCHQ Press Office,Another major vote of confidence in the UK economy from Toyota as they announce that they will build next generation of Auris cars here ,
362,2/28/18 12:00 AM,@martfack,Sajid Javid,Good news today for our automotive sector - exports of British-built cars hit record level and Toyota confirm they will build the next generation of their Auris hatchback in Derbyshire and engines in North Wales ,
363,2/28/18 12:00 AM,@OwenPaterson,Ars Technica,"Great news for Derbyshire, Deeside and the UK. Another major vote of confidence in Britain's long-term economic future http://www.bbc.co.uk/news/business-43226097 … #Toyota",
364,2/28/18 12:00 AM,@DominicRaab,Ruth Lea,Toyota’s new magnet won’t depend on some key rare-earth minerals http://arstechnica.com/cars/2018/02/neodymium-more-like-neo-dont-mium-new-magnet-uses-fewer-key-rare-earths/ … by @MeganGeuss,7
365,2/28/18 12:00 AM,@AllieRenison,BBC News (UK),"#Toyota's continued commitment to UK, #despiteBrexit.",
366,2/28/18 12:00 AM,@SkyNews,"Bob M  
🇬🇧",Toyota to build next generation of Auris in UK ,8
367,2/28/18 12:00 AM,@Change_Britain,Jefferson Group, : Toyota to build new Auris car at UK plant in Brexit boost for May ,
368,2/28/18 12:00 AM,@CCHQPress,Financial Times,Great news: Japanese car manufacturer Toyota to build new Auris in the UK and use a higher proportion of engines from its Welsh Deeside plant in the next version of the hatchback car http://on.ft.com/2HTlk5u  #ukmfg #GBmfg,
369,2/26/18 12:00 AM,@sajidjavid,"#RenukaJain, FCA  
🇮🇳",Toyota commits to UK car manufacturing ,
370,2/26/18 12:00 AM,@arstechnica,Eric Berger,#MakeInIndia will drive fast with Toyota Motor Corp.'s Lexus is considering assembling its ES brand in India. Super  ,
371,2/26/18 12:00 AM,@RuthLeaEcon,Lora Kolodny,"Strange article in the WSJ regarding @elonmusk. Essentially attributes his success to being so far in the future he's uncontested. Sure. Lockheed, Boeing, ATK, Roscosmos, GM, Ford, Toyota, Honda and others all happy to get out of his way.",22
372,2/26/18 12:00 AM,@BBCNews,Bloomberg,"BMW and Toyota are investing in May Mobility, a start-up that makes self driving shuttles. #michigan #goblue http://cnb.cx/2FA2DmM  via @cnbctech",191
373,2/24/18 12:00 AM,@bobmca1,World News Tonight,Could Toyota's luxury brand be about to let its hair down a little? https://bloom.bg/2ETCp1q  via @gadfly,
374,2/24/18 12:00 AM,@Jefferson_MFG,CP24,"Toyota, Hyundai recall roughly 110,000 vehicles: http://abcn.ws/2HJ2LRf ",182
375,2/24/18 12:00 AM,@FT,ForbesLife,"Toyota, Hyundai recall roughly 110,000 vehicles http://cp24.to/2HIja8k ",
376,2/23/18 12:00 AM,@RenukaJain6,Håkan Forss,.@Toyota recently unveiled its $1 million GR Super Sports car: http://on.forbes.com/6017DRrW3 ,
377,2/23/18 12:00 AM,@SciGuySpace,California Hydrogen,An interesting read of two different schools of thought on flow in manufacturing. Tesla with high automation and Toyota with pull system and high adaptability. Personally I think they both have a lot to learn from each other. ,
378,2/23/18 12:00 AM,@lorakolodny,Snips,"Last month, @Toyota announced that their next generation of #fuelcell #electric vehicles will cost considerably less than the Mirai, due to halving the cost of core FCEV components:",
379,2/22/18 12:00 AM,@business,Phoebe Wall Howard,"""Hey Toyota, take me to Madison Avenue!"" We're bringing our #privacy by design #AI Voice assistant to cars  Read all about it plus more new features in @TechCrunch.",16
380,2/22/18 12:00 AM,@ABCWorldNews,Forbes,New crash study findings: https://www.freep.com/story/money/cars/2018/02/22/best-vehicles-avoid-backup-crashes/358405002/ …  @GM @FiatChrysler_NA @Jeep @Cadillac @Toyota @INFINITIUSA @BMW @subaru_usa @dfsullivan @@IIHS_autosafety @freep,254
381,2/22/18 12:00 AM,@CP24,USA TODAY,Toyota is facing lawsuits alleging it weakened Prius mileage with software http://on.forbes.com/6012DRzrr ,
382,2/22/18 12:00 AM,@ForbesLife,Bloomberg Technology,Toyota dominates Consumer Reports' 2018 top picks. https://usat.ly/2HFZYbO ,237
383,2/21/18 12:00 AM,@hakanforss,Scott Holdaway,"The world's largest car maker and biggest ride-hailing company are teaming up, as Toyota and Uber partner to deliver self-driving cars https://bloom.bg/2CCPV3p  via @tictoc",
384,2/21/18 12:00 AM,@CAHydrogen,Whitney D. Zimmerman,"A white 1992 Toyota Camry station wagon linked to the Sarah Spiers case is yet to be found, police say — they've again appealed for help to locate it after charging Bradley Robert Edwards with her murder http://ab.co/2Fm56AT  #Claremont",
385,2/21/18 12:00 AM,@snips,Bloomberg,"Remember several years ago when China took steps to corner the rare earth market, leading to supply concerns? I'd bet Toyota started working on this motor then. These things take time. Think (very) proactively with your R&D.
Via @colinmckerrache",
386,2/21/18 12:00 AM,@phoebesaid,Amber Mining,"Uber CEO Dara Khosrowshahi says talks with Toyota on autonomous cars went ""great"" https://bloom.bg/2EWL6Hd ",
387,2/20/18 12:00 AM,@Forbes,Bloomberg,"Toyota has developed a new magnet to cut the amount of a key rare earth metal used in magnets for EV motors by ~20% using lanthanum and cerium, which are more readily available and cheaper than neodymium ",36
388,2/20/18 12:00 AM,@USATODAY,Engadget,Toyota is preparing a cheaper electric motor that uses half as many rare earths https://bloom.bg/2EVVrU0 ,69
389,2/20/18 12:00 AM,@technology,Reuters Business,Toyota's next EV motor could use 50 percent less rare earth metals ,
390,2/19/18 12:00 AM,@holdaways,Business Standard,New Toyota magnet cuts dependence on key rare earth metal for EV motors http://reut.rs/2oeHRS5 ,64
391,2/18/18 12:00 AM,@WhitneyZim,Forbes,"Sony to enter Japan's taxi-hailing biz to take on SoftBank, Toyota: Source
http://mybs.in/2Vkc8tN ",
392,2/16/18 12:00 AM,@business,Fionna O'Leary #FBPE #BrexitBetraysBritain #ABTV,"Tesla thinks it can school Toyota on lean manufacturing -- but it needs to fix the many problems with building the Model 3 first
 http://on.forbes.com/6010DuM6Y ",
393,2/16/18 12:00 AM,@AmberMining,Forbes,"So there were written assurances from Govt.

“Toyota announced plans in March to begin upgrading its Burnaston plant in central England in preparation for future models at a cost of £240 million after receiving written assurances from London.”

On hold.

 ",
394,2/16/18 12:00 AM,@business,Tom Ehrenfeld,"Tesla thinks it can school Toyota on lean manufacturing -- but it needs to fix the many problems with building the Model 3 first
 http://on.forbes.com/6019DuM6c ",
395,2/16/18 12:00 AM,@engadget,Alan Ohnsman,"Musk Thinks Tesla Will School Toyota On Lean Manufacturing; Fixing Model 3 Launch Would Be A Start via @forbes 
https://www.forbes.com/sites/joannmuller/2018/02/16/tesla-thinks-it-will-school-toyota-on-lean-manufacturing-fixing-model-3-launch-would-be-a-start/#666ea4ed4c74 …
Great piece! One of the few in biz press to mention both Tesla and #lean",1
396,2/15/18 12:00 AM,@ReutersBiz,Bloomberg,#ElonMusk believes #Tesla can leapfrog Toyota in manufacturing prowess. @JoannMuller finds he may be alone in that view via @Forbes,3
397,2/15/18 12:00 AM,@bsindia,Adam Stern,Toyota's design chief is betting on buses and supercars https://bloom.bg/2syO2Fc ,
398,2/15/18 12:00 AM,@Forbes,Michael Kuhn,"During @business podcast, @brentdewar says that while he personally drives a Ford, Chevy and a Toyota, he also bought a car from a manufacturer that @NASCAR is trying to bring into the sport, presumably to symbolically show the loyalty of NASCAR folks.

- https://www.bloomberg.com/news/audio/2018-02-15/vroom-vroom-nascar-revs-up-as-daytona-500-arrives-podcast …",7
399,2/15/18 12:00 AM,@fascinatorfun,Reuters Business,"As sharing services change car use and ownership, Toyota's new design chief believes that vehicles will shift towards either generic boxes on wheels for everyday use or ultra-luxury cars, wiping out the need for mass-market models. ",
400,2/14/18 12:00 AM,@Forbes,Voice For Vikram,Toyota design chief sees future without mass-market cars http://reut.rs/2EInaax ,
401,2/14/18 12:00 AM,@Tomehrenfeld,Ars Technica,"The case move towards the beginning of trial,
then why the CDR report by Toyota is yet to be produced by police?
Why so much hesitation in producing the same??
Some fresh manipulations going on???
@voice_fr_vikram 
#VoiceforVikram 

https://epaper.telegraphindia.com/details/168072-162251245.html …",
402,2/14/18 12:00 AM,@alanohnsman,Oracle,"""After a week with [the eighth generation Toyota Camry], I'm left with one conclusion: there are evidently an awful lot of car buyers out there who just don't care much about their cars."" ",
403,2/14/18 12:00 AM,@business,Global Research,.@Toyota concept vehicle embodies ‘mobility economy’ http://bit.ly/2nZxsbU  on @WSJ,
404,2/13/18 12:00 AM,@A_S12,CNET,"Is Uncle Sam Funding the Islamic State? Where Does ISIS Get All Those Tanks, Weapons And Shiny New Toyota Trucks? http://ow.ly/pRmZ30ioe4G ",7
405,2/13/18 12:00 AM,@A_S12,CNET,"The story behind the Toyota Supra, and why it's so exciting!",
406,2/12/18 12:00 AM,@Mi_Kuhn,CNET,It looks like Toyota is finally ready to acknowledge that the Supra is coming back.  ,21
407,2/12/18 12:00 AM,@ReutersBiz,Geraint Davies MP,"Toyota is teasing the Supra concept, and every car enthusiast just lost their minds  ",
408,2/11/18 12:00 AM,@voice_fr_vikram,Reuters Top News,"Nissan, Toyota & Honda prepare to leave UK if #Brexit disrupts profitability. To preserve 142,000 we need to be in #SingleMarket & #CustomsUnion #FBPE",
409,2/10/18 12:00 AM,@arstechnica,FOX Business,"For a major new Olympics sponsor, Toyota is oddly invisible at #PyeongChang2018: http://reut.rs/2G3Njh2  @LianaBaker",
410,2/9/18 12:00 AM,@Oracle,Christina,"Toyota posts 54 percent jump in third quarter profit, lifts full-year forecast ",
411,2/9/18 12:00 AM,@CRG_CRM,Paul Singh,"Japan wanted UK to stay in #SingleMarket otherwise it may not be profitable for Car/Train manufacturers Nissan, Honda, Toyota, Mitsubishi or Hitachi, or tech companies, energy firms or banks to stay in UK. But Tory Gov't wants 2 #leave
http://www.independent.co.uk/news/uk/politics/japan-brexit-theresa-may-ambassador-uk-leave-deal-profit-nissan-mazda-car-manufacturing-deal-trade-a8201286.html …
#BrexitReality",
412,2/8/18 12:00 AM,@CNET,TechCrunch,"Nissan employs 7000 people in the UK
Honda employs 3400
Toyota employs 3800

All these jobs are at risk due to the Brexit strategies pursued by both Labour & the Tories

How mahy jobs do these fools have to risk before we stop this madness? 

#StopBrexit",2
413,2/8/18 12:00 AM,@CNET,Bloomberg,Toyota invests $69M in Japanese Uber rival backed by the taxi industry http://tcrn.ch/2EqmbMb  by @jonrussell,
414,2/8/18 12:00 AM,@CNET,Peter Campbell,"Toyota aims to boost sales of pricier trucks, prune car lineup https://bloom.bg/2EvPgpg ",2
415,2/8/18 12:00 AM,@GeraintDaviesMP,LabourAgainstBrexit #FBPE,"After meeting between the Prime Minister and Japanese industry (inc Nissan, Toyota, Honda), the Japanese ambassador had some fighting words on Brexit: https://www.ft.com/content/b1067e8e-0cf9-11e8-839d-41ca06376bf2#myft:my-news:grid …",
416,2/8/18 12:00 AM,@Reuters,EconomicTimes,"Govt ploughed on with its ""Brexit means Brexit"" idiocy when Japan warned on Brexit 17 months ago. If the ideologues in Govt fail to hear Honda, Nissan and Toyota again today, tens of thousands livelihoods, hopes and aspirations will be lost #BrexitImpact",
417,2/8/18 12:00 AM,@FoxBusiness,Bloomberg,#AutoExpo2018 | #Toyota and #Honda place fresh bet on sedans amid #SUV fever,
418,2/7/18 12:00 AM,@55krissi55,Kimi Yoshino,Toyota bets on the future of taxis with ride-hailing app investment https://bloom.bg/2EsdHUI ,
419,2/7/18 12:00 AM,@Paul1Singh,Abhishek Goyal,"OC Toyota dealer has 70 defective Priuses on his lot, he says, because Toyota failed to fix a problem that causes them to overheat, stop running.  ",
420,2/7/18 12:00 AM,@TechCrunch,Los Angeles Times,Toyota unveiled a crazy-looking self-driving vehicle that could haul freight or deliver pizza on the sidewalk ,1
421,2/7/18 12:00 AM,@business,carandbike,"Toyota failed to fix a defect that can cause Priuses to overheat and lose power, dealer claims in lawsuit http://lat.ms/2E6kzDH ",
422,2/6/18 12:00 AM,@Petercampbell1,The Wall Street Journal,"#AutoExpo2018: @Toyota_India takes wraps off all new #Yaris compact sedan in India

Full details here 

@AEMotorShow",7
423,2/6/18 12:00 AM,@Labour4EU,WSJ Business News,"GM is posting lofty profit margins, while Toyota’s bottom line has been battered. 'I give us an F,' said Toyota's finance chief ",
424,2/6/18 12:00 AM,@EconomicTimes,Haaretz.com,Toyota is cruising toward a record profit this year. Its executives don't see reason for celebration. ,
425,2/6/18 12:00 AM,@business,Tim Higgins,"A rabbi, a priest, an imam and a Buddhist monk get into a Toyota truck - with a message of peace",
426,2/6/18 12:00 AM,@kyoshino,FOX Business,"Toyota on track for record profit, CFO says he is disappointed  https://www.wsj.com/articles/toyota-on-track-for-record-profit-cfo-disappointed-1517921849 … via @McLainSean",
427,2/5/18 12:00 AM,@goyal_abhei,Craig Trudell,".@Toyota posts 54 percent jump in third quarter profit, lifts full-year forecast ",
428,2/5/18 12:00 AM,@latimes,Problem Magnet,The Toyota Way changed the world's factories. Now it's time for the retool https://bloom.bg/2s90M5h  via @business,5
429,2/4/18 12:00 AM,,,"It's amazing how few people appreciate the impact that TPS has had, not just on Toyota but the entire auto industry. Probably the biggest blind spot the tech sector has going into cars and mobility. ",
